index,product_SMILES,route_name,routescore,visited_nodes
64,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4F)o3)c2F)ccn1,1,58540.925559541756,"[5048, 1148, 33, 3861, 3862, 3943, 8, 22, 3861, 3862]"
65,Fc1cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccnc(F)c6)c5F)ccc3-4)c2F)ccn1,1,59363.297290454364,"[5049, 1148, 34, 3861, 3862, 3943, 8, 22, 3861, 3862]"
66,Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4F)c(Cl)cc3Cl)c2F)ccn1,1,66572.06351054256,"[5050, 1148, 35, 3861, 3862, 3943, 8, 22, 3861, 3862]"
67,Fc1cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccnc(F)c6)c5F)ccc4c3)c2F)ccn1,1,61197.54549628638,"[5051, 1148, 36, 3861, 3862, 3943, 8, 22, 3861, 3862]"
68,Fc1cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccnc(F)c6)c5F)c34)c2F)ccn1,1,58341.83728931062,"[5052, 1148, 37, 3861, 3862, 3943, 8, 22, 3861, 3862]"
69,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccnc(F)c4)c3F)ccc2-c2ccc(-c3cccc(-c4ccnc(F)c4)c3F)cc21,1,59214.35639504081,"[5053, 1148, 38, 3861, 3862, 3943, 8, 22, 3861, 3862]"
70,Fc1cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5ccnc(F)c5)c4F)c4nsnc34)c2F)ccn1,1,58604.02701163674,"[5054, 1148, 39, 3861, 3862, 3943, 8, 22, 3861, 3862]"
71,C[Si](C)(c1ccc(-c2cccc(-c3ccnc(F)c3)c2F)cc1)c1ccc(-c2cccc(-c3ccnc(F)c3)c2F)cc1,1,5737844.427763653,"[5055, 1148, 40, 3861, 3862, 7753, 3881, 3882, 3883, 3943, 8, 22, 3861, 3862]"
72,Fc1cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccnc(F)c7)c6F)cc5nc4c3)c2F)ccn1,1,63831.225725919074,"[5056, 1148, 41, 3861, 3862, 3943, 8, 22, 3861, 3862]"
73,C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(F)c2)c1F)c1ccccc1-c1cccc(-c2ccnc(F)c2)c1F,1,7932341.840130895,"[5039, 1148, 3884, 3861, 3862, 7752, 3878, 3879, 3880, 42, 7751, 3875, 3876, 3877, 3943, 8, 22, 3861, 3862]"
