,Unnamed: 0,Unnamed: 0.1,smiles,frag_a_ix,frag_a,frag_b_ix,frag_b,frag_c_ix,frag_c,overlap,fluo_rate_ns,fluo_peak_1,fluo_peak_2,ext_peak_1,ext_peak_2,route_score
30,30.0,30.0,Fc1cc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccnc(F)c6)cc5)c34)cc2)ccn1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,11.0,Brc1cccc2cccc(Br)c12,0.1167733847504953,0.0197736445045719,0.0858823369645765,4.819705496117752e-05,0.0010673456710738,0.0001644771626563,58348.35863084901
31,31.0,31.0,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccnc(F)c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccnc(F)c4)cc3)cc21,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,12.0,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.1350443506318565,1.1637925383679522,0.4725379496551841,0.0001051996932162,0.0033875284133285,0.0002800418007869,59230.42077155548
32,32.0,32.0,Fc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(-c5ccnc(F)c5)cc4)c4nsnc34)cc2)ccn1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,13.0,Fc1c(F)c(Br)c2nsnc2c1Br,0.089916861576874,0.2711573381119418,0.1804077338622086,0.0012882408840648,0.6732809251046971,0.0005778170235197,58606.83357587294
33,33.0,33.0,C[Si](C)(c1ccc(-c2ccc(-c3ccnc(F)c3)cc2)cc1)c1ccc(-c2ccc(-c3ccnc(F)c3)cc2)cc1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,14.0,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.0188633395453489,1.1422881757356715,0.0221215602897744,3.4015203831382544e-05,0.0005890377767415,9.931538748089464e-05,5737864.857241391
34,34.0,34.0,Fc1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(F)c7)cc6)cc5nc4c3)cc2)ccn1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,15.0,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.0046031128791888,0.0005981201671395,0.0065562387690027,0.0400088699159223,0.0732461165888802,0.0004071244936292,63666.10246477788
35,35.0,35.0,C[Si](C)(c1ccccc1-c1ccc(-c2ccnc(F)c2)cc1)c1ccccc1-c1ccc(-c2ccnc(F)c2)cc1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,16.0,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.0042699068019169,0.027433402837031,0.0785682339162628,4.508049336056512e-05,0.0003655462704721,6.0974970965404e-05,7932381.932993464
36,36.0,36.0,Fc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(F)c5)cc4)nc3)cc2)ccn1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,17.0,Brc1ccc(Br)nc1,0.1325114915822656,1.4133576529560186,0.0724082060956591,4.60084445289068e-05,0.0010787834826817,0.0001653039394159,57813.86653882322
37,37.0,37.0,Fc1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccnc(F)c5)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)ccn1,0.0,OB(O)c1ccnc(F)c1,1.0,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,18.0,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.180621438840629,0.0220242096593312,0.7356987460255179,0.0002369651850807,0.3664752582254544,0.0004432929668367,21387109.91701059
38,38.0,38.0,Fc1cc(-c2ccccc2-c2cc(-c3ccccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,0.0,Brc1cc(Br)c2ccccc2c1,0.0557949339792316,0.0404139103736779,0.0946754184120722,5.085522197455191e-05,0.000831561953535,0.0001347803861087,58036.69928949235
39,39.0,39.0,Fc1cc(-c2ccccc2-c2cc(Cl)c(-c3ccccc3-c3ccnc(F)c3)s2)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,1.0,Clc1cc(Br)sc1Br,0.0130019014217325,0.2318582921196022,0.5251325210332352,0.0001239469008271,0.0011114951101386,0.0001599152657784,58642.158051854494
40,40.0,40.0,Cc1nc2c(-c3ccccc3-c3ccnc(F)c3)c3nsnc3c(-c3ccccc3-c3ccnc(F)c3)c2nc1C,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,2.0,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.1491024481489682,0.0816836773906462,0.0036454605436742,0.0165485174827479,0.321202742043669,0.0011170057254868,63575.5748992446
41,41.0,41.0,Fc1cc(-c2ccccc2-c2ccccc2Oc2ccccc2-c2ccccc2-c2ccnc(F)c2)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,3.0,Brc1ccccc1Oc1ccccc1Br,0.0394073453678823,0.0078098740773799,0.0217814618794858,3.6765379713051256e-05,0.0005786552895987,9.614727302372772e-05,56499.70229611378
42,42.0,42.0,CC(C)(C)c1ccc2c(-c3ccccc3-c3ccnc(F)c3)c3ccccc3c(-c3ccccc3-c3ccnc(F)c3)c2c1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,4.0,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.4365953030945179,0.1401348703268879,0.8400056662408709,0.0001790903609992,0.3726070880848291,0.0004521267077458,63345.47070847767
43,43.0,43.0,Fc1cc(-c2ccccc2-c2cc(F)c(-c3ccccc3-c3ccnc(F)c3)cc2F)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,5.0,Fc1cc(Br)c(F)cc1Br,0.0093875412693521,0.1320721223177671,0.0927222169526727,4.887550006037949e-05,0.0004852783638902,7.780620993900983e-05,55782.380342315664
44,44.0,44.0,Fc1cc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4ccnc(F)c4)cc3c2)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,6.0,Brc1ccc2oc(Br)cc2c1,0.0065101626816718,0.1714057313124938,0.5930373780270409,0.0002517343399586,0.0008528517584111,0.0001328421773332,34943299.24528534
45,45.0,45.0,Fc1cc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)o2)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,7.0,Brc1ccc(Br)o1,0.0669358862300303,0.3202743851062368,0.5838302721209077,0.0001200159201157,0.0027217314014115,0.0002352551692715,56380.81156564195
46,46.0,46.0,Fc1cc(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccnc(F)c4)ccc2-3)ccn1,0.0,OB(O)c1ccnc(F)c1,2.0,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,8.0,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.0165587717810938,0.0488604575063297,0.675685660456115,0.0001541004318201,0.0018644296557446,0.0001892018577082,57204.45005123019
