,not_matched
1715,C[Si](C)(c1ccc(-c2c(-c3cc(F)cc(F)c3)cccc2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2c(-c3cc(F)cc(F)c3)cccc2-n2c3ccccc3c3ccccc32)cc1
1716,c1ccc(-c2nccs2)c(-c2cnc3nc(-c4ccccc4-c4nccs4)ccc3c2)c1
1717,c1cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3)nc2)cc(-c2ccc3c(ccn3-c3cnccn3)c2)c1
1718,Cc1nc2c(-c3cc(-c4ccc5[nH]ccc5c4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4ccc5[nH]ccc5c4)cc(C(F)(F)F)c3)c2nc1C
1719,Clc1cc(Cl)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)cc1-c1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-n1c2ccccc2c2ccccc21
1720,Cc1nc2c(-c3c(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C
1721,Fc1ccc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccc(F)c7ccccc67)s5)cc4c3)s2)c2ccccc12
1722,Clc1ccc(Cl)c(-c2ccc3oc(-c4ccc5nc6ccc(-c7cc8cc(-c9cc(Cl)ccc9Cl)ccc8o7)cc6nc5c4)cc3c2)c1
1723,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1c(F)c(F)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cnn2C)c2nsnc12
1724,CS(=O)(=O)c1cncc(-c2ccc(-c3cc(-c4ccc(-c5cncc(S(C)(=O)=O)c5)s4)c(Cl)cc3Cl)s2)c1
1725,CSc1cncc(-c2cccc(-c3c4ccccc4c(-c4cccc(-c5cncc(SC)c5)c4)c4cc(C(C)(C)C)ccc34)c2)c1
1726,CSc1cncc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cncc(SC)c6)c5)ccc4c3)c2)c1
1727,CS(=O)(=O)c1cncc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5cncc(S(C)(=O)=O)c5)s4)s3)s2)c1
1728,Fc1cccc(-c2ccco2)c1-c1cc(Cl)c(-c2c(F)cccc2-c2ccco2)s1
1729,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)cc21
1730,Fc1cccc(-c2ccco2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccco2)cc1-n1c2ccccc2c2ccccc21
1731,Clc1cc(Cl)c(-c2cccc(-c3ccc4[nH]ccc4c3)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21
1732,Fc1cc(F)cc(-c2cccc(F)c2-c2cc(-c3c(F)cccc3-c3cc(F)cc(F)c3)c3ccccc3c2)c1
1733,Fc1cc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5ccnc(F)c5)cc4nc3c2)ccn1
1734,CS(=O)(=O)c1cncc(-c2ccsc2-c2ccccc2Oc2ccccc2-c2sccc2-c2cncc(S(C)(=O)=O)c2)c1
1735,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1ccccc1Oc1ccccc1-c1c(-c2cc(F)cc(F)c2)cnn1C
1736,Fc1cc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5ccnc(F)c5)s4)s3)s2)ccn1
1737,Brc1cc(/C=C(Br)/Br)c(O)cc1
1738,c1cnc(-n2ccc3cc(-c4ccsc4-c4ccc(-c5sccc5-c5ccc6c(ccn6-c6cnccn6)c5)nc4)ccc32)cn1
1739,Fc1cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccnc(F)c6)c5)ccc3-4)c2)ccn1
1740,Fc1ccc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)ccc3-4)cc2)c2ccccc12
1741,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1ccccc1Oc1ccccc1-c1c(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)cnn1C
1742,c1ccc(-c2cc3cc(-c4ccc5ncccc5c4)ccc3o2)c(Oc2ccccc2-c2cc3cc(-c4ccc5ncccc5c4)ccc3o2)c1
1743,CC(C)(C)c1ccc2c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c3ccccc3c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c2c1
1744,Clc1cc(Cl)c(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1-c1cc2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2o1
1745,Clc1ccc(Cl)c(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(Cl)ccc6Cl)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c1
1746,Clc1ccc(Cl)c(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3cc(Cl)ccc3Cl)cc2-n2c3ccccc3c3ccccc32)c1
1747,Clc1cc(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21
1748,Fc1cc(-c2ccc(-c3ccco3)cc2)c(F)cc1-c1ccc(-c2ccco2)cc1
1749,CS(=O)(=O)c1cncc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1
1750,CSc1cncc(-c2cccc(-c3c4nsnc4c(-c4cccc(-c5cncc(SC)c5)c4F)c4nc(C)c(C)nc34)c2F)c1
1751,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(Cl)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)s2)c1
1752,Fc1cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)ccn1
1753,c1coc(-c2ccsc2-c2ccc(-c3sccc3-c3ccco3)nc2)c1
1754,c1cc(-c2ccco2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccco3)c2)c1
1755,c1cnc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-c3cccnc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c2)c1
1756,C[Si](C)(c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2cc(F)cc(F)c2)c1-n1c2ccccc2c2ccccc21
1757,Cc1nc2c(-c3cc4cc(-c5ccco5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5ccco5)ccc4o3)c2nc1C
1758,c1ccc2c(-c3cc4cc(-c5ccc6c(ccn6-c6cnccn6)c5)ccc4o3)cc(-c3cc4cc(-c5ccc6c(ccn6-c6cnccn6)c5)ccc4o3)cc2c1
1759,C[Si](C)(c1ccccc1-c1c(-c2cc(F)cc(F)c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2cc(F)cc(F)c2)cccc1-n1c2ccccc2c2ccccc21
1760,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)cc21
1761,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc2-c2ccc(-c3ccccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cc21
1762,C[Si](C)(c1ccc(-c2cccnc2-c2ccnc(F)c2)cc1)c1ccc(-c2cccnc2-c2ccnc(F)c2)cc1
1763,CS(=O)(=O)c1cncc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3)c2)c1
1764,Fc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c(F)cc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21
1765,Fc1cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccnc(F)c5)c4F)s3)c2F)ccn1
1766,C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1F)c1ccccc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1F
1767,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccccc3Oc3ccccc3-c3c(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cccc3-n3c4ccccc4c4ccccc43)ccc21
1768,c1ccc(-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(Oc2ccccc2-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1
1769,Fc1cc(F)cc(-c2ncccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1
1770,Clc1cc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)sc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1
1771,CC(C)(C)c1ccc2c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)c3ccccc3c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)c2c1
1772,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccnc(-n7c8ccccc8c8ccccc87)c6)cc5)ccc4c3)cc2)ccn1
1773,Cn1ncc(-c2ccnc(F)c2)c1-c1ccc(-c2c(-c3ccnc(F)c3)cnn2C)o1
1774,Cc1nc2c(-c3ccc(-c4ccco4)s3)c3nsnc3c(-c3ccc(-c4ccco4)s3)c2nc1C
1775,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1ccc2nc3ccc(-c4c(-c5ccc6[nH]ccc6c5)cnn4C)cc3nc2c1
1776,Cc1nc2c(-c3ccccc3-c3nccs3)c3nsnc3c(-c3ccccc3-c3nccs3)c2nc1C
1777,Clc1cc(Cl)c(-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1-c1ccccc1-c1ccc2c(ccn2-c2cnccn2)c1
1778,Fc1cc(F)cc(-c2ccsc2-c2c(F)c(F)c(-c3sccc3-c3cc(F)cc(F)c3)c3nsnc23)c1
1779,CC(C)(C)c1ccc2c(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)c2c1
1780,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3nc4ccc(-c5cccc(-c6ccnc(-n7c8ccccc8c8ccccc87)c6)c5-n5c6ccccc6c6ccccc65)cc4nc3c2)c1
1781,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cnn3C)ccc2-c2ccc(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cnn3C)cc21
1782,c1cnc(-n2ccc3cc(-c4ccsc4-c4cnc5nc(-c6sccc6-c6ccc7c(ccn7-c7cnccn7)c6)ccc5c4)ccc32)cn1
1783,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc(-c3sccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)o2)cc(-n2c3ccccc3c3ccccc32)c1
1784,CSc1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(Cl)c(-c3c(-c4cncc(SC)c4)cccc3-n3c4ccccc4c4ccccc43)s2)c1
1785,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1cc(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cnn2C)c(Cl)cc1Cl
1786,Fc1cc(F)cc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c1
1787,C[Si](C)(c1ccccc1-c1c(-c2ccnc(F)c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccnc(F)c2)cccc1-n1c2ccccc2c2ccccc21
1788,CSc1cncc(-c2ccc(-c3c(F)c(F)c(-c4ccc(-c5cncc(SC)c5)cc4)c4nsnc34)cc2)c1
1789,c1cnc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cnc3nc(-c4cccnc4-c4ccc5c(ccn5-c5cnccn5)c4)ccc3c2)c1
1790,Fc1cc(-c2c(-c3ccco3)cccc2-n2c3ccccc3c3ccccc32)c(F)cc1-c1c(-c2ccco2)cccc1-n1c2ccccc2c2ccccc21
1791,Cn1ncc(-c2nccs2)c1-c1c(F)c(F)c(-c2c(-c3nccs3)cnn2C)c2nsnc12
1792,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3oc(-c4cccc(-c5ccc6[nH]ccc6c5)c4-n4c5ccccc5c5ccccc54)cc3c2)c1
1793,c1cc2cc(-c3ccc4oc(-c5cnc6nc(-c7cc8cc(-c9ccc%10[nH]ccc%10c9)ccc8o7)ccc6c5)cc4c3)ccc2[nH]1
1794,CSc1cncc(-c2ncccc2-c2ccc([Si](C)(C)c3ccc(-c4cccnc4-c4cncc(SC)c4)cc3)cc2)c1
1795,FC(F)(F)c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccccc2Oc2ccccc2-c2cc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c1
1796,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2o1)c1ccccc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2o1
1797,Fc1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccc(F)c6ccccc56)c4)c4ccccc4c3)c2)c2ccccc12
1798,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)cc21
1799,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc(F)c5ccccc45)s3)ccc2-c2ccc(-c3ccc(-c4ccc(F)c5ccccc45)s3)cc21
1800,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cccc5cccc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)c45)cc3)ccc21
1801,Clc1cc(-c2ccccc2-c2nccs2)sc1-c1ccccc1-c1nccs1
1802,Fc1cc(F)cc(-c2cc(-c3ccc4nc5ccc(-c6cc(-c7cc(F)cc(F)c7)cc(C(F)(F)F)c6)cc5nc4c3)cc(C(F)(F)F)c2)c1
1803,CSc1cncc(-c2cccc(-c3ccc([Si](C)(C)c4ccc(-c5cccc(-c6cncc(SC)c6)c5)cc4)cc3)c2)c1
1804,Fc1ccc(-c2ccccc2-c2ccccc2Oc2ccccc2-c2ccccc2-c2ccc(F)c3ccccc23)c2ccccc12
1805,C[Si](C)(c1ccc(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1
1806,Clc1cc(-c2sccc2-c2ccc3c(ccn3-c3cnccn3)c2)sc1-c1sccc1-c1ccc2c(ccn2-c2cnccn2)c1
1807,Fc1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(F)cccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc1-2
1808,c1ccc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c(Oc2ccccc2-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c1
1809,C[Si](C)(c1ccc(-c2c(F)cccc2-c2ccco2)cc1)c1ccc(-c2c(F)cccc2-c2ccco2)cc1
1810,Fc1cc(-c2ccccc2-c2nccs2)c(F)cc1-c1ccccc1-c1nccs1
1811,Fc1c(F)c(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c2nsnc2c1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1
1812,Fc1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccccc2Oc2ccccc2-c2c(-c3ccc(F)c4ccccc34)cccc2-n2c3ccccc3c3ccccc32)c2ccccc12
1813,C[Si](C)(c1ccc(-c2sccc2-c2ccc3[nH]ccc3c2)cc1)c1ccc(-c2sccc2-c2ccc3[nH]ccc3c2)cc1
1814,c1cc(-c2sccc2-c2ccc3[nH]ccc3c2)c2c(-c3sccc3-c3ccc4[nH]ccc4c3)cccc2c1
1815,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)c1
1816,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)c1
1817,Fc1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4c(-c5ccnc(F)c5)cccc4-n4c5ccccc5c5ccccc54)ccc2-3)ccn1
1818,c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccc5c(ccn5-c5cnccn5)c4)ccc2-3)c1
1819,C[Si](C)(c1ccccc1-c1cc2cc(-c3cc(Cl)ccc3Cl)ccc2o1)c1ccccc1-c1cc2cc(-c3cc(Cl)ccc3Cl)ccc2o1
1820,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc(-c6ccc(-c7ccc8c(ccn8-c8cnccn8)c7)cc6)o5)cc4)ccc32)cn1
1821,Fc1cc(-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c(F)cc1-c1cc2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)ccc2o1
1822,Clc1cc(Cl)c(-c2cccnc2-c2ccc3[nH]ccc3c2)cc1-c1cccnc1-c1ccc2[nH]ccc2c1
1823,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)ccn1
1824,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3nccs3)s2)c(-n2c3ccccc3c3ccccc32)cc1-c1ccc(-c2nccs2)s1
1825,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3)ccc2-c2ccc(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3)cc21
1826,Fc1ccc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccc(F)c4ccccc34)o2)c2ccccc12
1827,FC(F)(F)c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(Cl)c(-c3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)s2)c1
1828,C[N+]12CC(=O)O[B-]1(C=Cc1ccccc1)OC(=O)C2
1829,CC(=CBr)[B-]12OC(=O)C[N+]1(C)CC(=O)O2
1830,Cc1nc2c(-c3ccc(-c4ccnc(F)c4)s3)c3nsnc3c(-c3ccc(-c4ccnc(F)c4)s3)c2nc1C
1831,CC(C)(C)OC(=O)n1ccc2cc(-c3cc(-c4c5ccccc5c(-c5cc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc(C(F)(F)F)c5)c5cc(C(C)(C)C)ccc45)cc(C(F)(F)F)c3)ccc21
1832,Fc1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1-n1c2ccccc2c2ccccc21
1833,CSc1cncc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5cncc(SC)c5)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c1
1834,c1cc(-c2nccs2)c(-c2cccc3cccc(-c4c(-c5nccs5)cccc4-n4c5ccccc5c5ccccc54)c23)c(-n2c3ccccc3c3ccccc32)c1
1835,Clc1cc(-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)sc1-c1cccnc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
1836,Fc1c(-c2cc(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3F)c(Cl)cc2Cl)cccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
1837,Fc1cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccnc(F)c6)c5)ccc4c3)c2)ccn1
1838,Fc1ccc(-c2cc(-c3cccc4cccc(-c5cc(-c6ccc(F)c7ccccc67)cc(C(F)(F)F)c5)c34)cc(C(F)(F)F)c2)c2ccccc12
1839,Cc1nc2c(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)c3nsnc3c(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)c2nc1C
1840,CSc1cncc(-c2ncccc2-c2ccccc2[Si](C)(C)c2ccccc2-c2cccnc2-c2cncc(SC)c2)c1
1841,Clc1ccc(Cl)c(-c2cccc(-c3ccc4oc(-c5cccc(-c6cc(Cl)ccc6Cl)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)c1
1842,CC(C)(C)c1ccc2c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3-n3c4ccccc4c4ccccc43)c2c1
1843,C[Si](C)(c1ccccc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)cc1)c1ccccc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)cc1
1844,c1ccc(-c2ccc3[nH]ccc3c2)c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccc5[nH]ccc5c4)ccc2-3)c1
1845,Fc1c(F)c(-c2ccc(-c3cc(Cl)ccc3Cl)s2)c2nsnc2c1-c1ccc(-c2cc(Cl)ccc2Cl)s1
1846,Cc1nc2c(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C
1847,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)o2)c1
1848,c1csc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8nccs8)ccc7o6)cc5c4)cc3c2)n1
1849,c1cc(-c2ccc3oc(-c4cccc(-c5ccc(-n6c7ccccc7c7ccccc76)c6ccccc56)c4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1
1850,c1cnc(-n2ccc3cc(-c4ccc(-c5ccc6oc(-c7ccc(-c8ccc9c(ccn9-c9cnccn9)c8)s7)cc6c5)s4)ccc32)cn1
1851,C[Si](C)(c1ccc(-c2cc3cc(-c4ccnc(F)c4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4ccnc(F)c4)ccc3o2)cc1
1852,Fc1cc(F)cc(-c2ncccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccnc4-c4cc(F)cc(F)c4)ccc2-3)c1
1853,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc2F)c1
1854,Fc1cc(F)cc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4cc(F)cc(F)c4)cc3)cc2)c1
1855,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccnc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc3-4)ccc21
1856,c1coc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4ccco4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1
1857,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(-n2c3ccccc3c3ccccc32)c(-c2cccc3cccc(-c4cccc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)c4-n4c5ccccc5c5ccccc54)c23)c1
1858,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)nc2)cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1
1859,c1cc(-c2cc(-c3cccc(-c4nccs4)c3)c3ccccc3c2)cc(-c2nccs2)c1
1860,CSc1cncc(-c2ccsc2-c2c3nsnc3c(-c3sccc3-c3cncc(SC)c3)c3nc(C)c(C)nc23)c1
1861,C[Si](C)(c1ccccc1-c1cccnc1-c1cc(Cl)ccc1Cl)c1ccccc1-c1cccnc1-c1cc(Cl)ccc1Cl
1862,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccc4ncccc4c3)cc2-n2c3ccccc3c3ccccc32)c(-c2ccc3ncccc3c2)c1
